model,location_key,sec_condition,sec_illumination,sec_weather,pixel_agreement_masked,conf_threshold
SegFormer-B0,21692,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.7984877824783325,0.8
SegFormer-B0,21692,Sunset-FOGGY,Sunset,FOGGY,0.7014469504356384,0.8
SegFormer-B0,21692,Sunset-RAIN,Sunset,RAIN,0.9783404469490051,0.8
SegFormer-B0,21692,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8784734010696411,0.8
SegFormer-B0,21692,Night-FOGGY,Night,FOGGY,0.8668087720870972,0.8
SegFormer-B0,21692,Night-RAIN,Night,RAIN,0.5716078281402588,0.8
SegFormer-B0,2231013,Day-FOGGY,Day,FOGGY,0.9735039472579956,0.8
SegFormer-B0,2231013,Day-RAIN,Day,RAIN,0.9723069071769714,0.8
SegFormer-B0,2231013,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9338260889053345,0.8
SegFormer-B0,2231013,Sunset-FOGGY,Sunset,FOGGY,0.8413577675819397,0.8
SegFormer-B0,2231013,Sunset-RAIN,Sunset,RAIN,0.9206693172454834,0.8
SegFormer-B0,2231013,Night-EXTRASUNNY,Night,EXTRASUNNY,0.7597371339797974,0.8
SegFormer-B0,2231013,Night-FOGGY,Night,FOGGY,0.6293327808380127,0.8
SegFormer-B0,2231013,Night-RAIN,Night,RAIN,0.6583296060562134,0.8
SegFormer-B0,223195,Day-FOGGY,Day,FOGGY,0.925762414932251,0.8
SegFormer-B0,223195,Day-RAIN,Day,RAIN,0.9831059575080872,0.8
SegFormer-B0,223195,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9855930209159851,0.8
SegFormer-B0,223195,Sunset-FOGGY,Sunset,FOGGY,0.7905985713005066,0.8
SegFormer-B0,223195,Sunset-RAIN,Sunset,RAIN,0.9600954055786133,0.8
SegFormer-B0,223195,Night-EXTRASUNNY,Night,EXTRASUNNY,0.802505612373352,0.8
SegFormer-B0,223195,Night-FOGGY,Night,FOGGY,0.8174029588699341,0.8
SegFormer-B0,223195,Night-RAIN,Night,RAIN,0.8008083701133728,0.8
SegFormer-B0,231037,Day-FOGGY,Day,FOGGY,0.9883081912994385,0.8
SegFormer-B0,231037,Day-RAIN,Day,RAIN,0.9656171798706055,0.8
SegFormer-B0,231037,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9887666702270508,0.8
SegFormer-B0,231037,Sunset-FOGGY,Sunset,FOGGY,0.8738577961921692,0.8
SegFormer-B0,231037,Sunset-RAIN,Sunset,RAIN,0.9358863234519958,0.8
SegFormer-B0,231037,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9393524527549744,0.8
SegFormer-B0,231037,Night-FOGGY,Night,FOGGY,0.9719042778015137,0.8
SegFormer-B0,231037,Night-RAIN,Night,RAIN,0.910416305065155,0.8
SegFormer-B0,2461888,Day-FOGGY,Day,FOGGY,0.9427075982093811,0.8
SegFormer-B0,2461888,Day-RAIN,Day,RAIN,0.9715700745582581,0.8
SegFormer-B0,2461888,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9465732574462891,0.8
SegFormer-B0,2461888,Sunset-FOGGY,Sunset,FOGGY,0.793244481086731,0.8
SegFormer-B0,2461888,Sunset-RAIN,Sunset,RAIN,0.9189054369926453,0.8
SegFormer-B0,2461888,Night-EXTRASUNNY,Night,EXTRASUNNY,0.6528372168540955,0.8
SegFormer-B0,2461888,Night-FOGGY,Night,FOGGY,0.46243366599082947,0.8
SegFormer-B0,2461888,Night-RAIN,Night,RAIN,0.554919421672821,0.8
SegFormer-B0,2531844,Day-FOGGY,Day,FOGGY,0.992567777633667,0.8
SegFormer-B0,2531844,Day-RAIN,Day,RAIN,0.9914430975914001,0.8
SegFormer-B0,2531844,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.8539265394210815,0.8
SegFormer-B0,2531844,Sunset-FOGGY,Sunset,FOGGY,0.8480597138404846,0.8
SegFormer-B0,2531844,Sunset-RAIN,Sunset,RAIN,0.9956260919570923,0.8
SegFormer-B0,2531844,Night-EXTRASUNNY,Night,EXTRASUNNY,0.5745590925216675,0.8
SegFormer-B0,2531844,Night-FOGGY,Night,FOGGY,0.8250402212142944,0.8
SegFormer-B0,2531844,Night-RAIN,Night,RAIN,0.7358056306838989,0.8
SegFormer-B0,2711181,Day-FOGGY,Day,FOGGY,0.9748774170875549,0.8
SegFormer-B0,2711181,Day-RAIN,Day,RAIN,0.9682911038398743,0.8
SegFormer-B0,2711181,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9743158221244812,0.8
SegFormer-B0,2711181,Sunset-FOGGY,Sunset,FOGGY,0.9310494065284729,0.8
SegFormer-B0,2711181,Sunset-RAIN,Sunset,RAIN,0.9248703718185425,0.8
SegFormer-B0,2711181,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9393888115882874,0.8
SegFormer-B0,2711181,Night-FOGGY,Night,FOGGY,0.9125815629959106,0.8
SegFormer-B0,2711181,Night-RAIN,Night,RAIN,0.9165543913841248,0.8
SegFormer-B0,288913,Day-FOGGY,Day,FOGGY,0.9831828474998474,0.8
SegFormer-B0,288913,Day-RAIN,Day,RAIN,0.9643728137016296,0.8
SegFormer-B0,288913,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9238666892051697,0.8
SegFormer-B0,288913,Sunset-FOGGY,Sunset,FOGGY,0.9577869772911072,0.8
SegFormer-B0,288913,Sunset-RAIN,Sunset,RAIN,0.9576819539070129,0.8
SegFormer-B0,288913,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9092003107070923,0.8
SegFormer-B0,288913,Night-FOGGY,Night,FOGGY,0.9295275211334229,0.8
SegFormer-B0,288913,Night-RAIN,Night,RAIN,0.8667339086532593,0.8
SegFormer-B0,302966,Day-FOGGY,Day,FOGGY,0.9699745774269104,0.8
SegFormer-B0,302966,Day-RAIN,Day,RAIN,0.9892767667770386,0.8
SegFormer-B0,302966,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9817474484443665,0.8
SegFormer-B0,302966,Sunset-FOGGY,Sunset,FOGGY,0.9429618716239929,0.8
SegFormer-B0,302966,Sunset-RAIN,Sunset,RAIN,0.994953989982605,0.8
SegFormer-B0,302966,Night-EXTRASUNNY,Night,EXTRASUNNY,0.5974260568618774,0.8
SegFormer-B0,302966,Night-FOGGY,Night,FOGGY,0.541886031627655,0.8
SegFormer-B0,302966,Night-RAIN,Night,RAIN,0.6251100897789001,0.8
SegFormer-B0,320493,Day-FOGGY,Day,FOGGY,0.9693382382392883,0.8
SegFormer-B0,320493,Day-RAIN,Day,RAIN,0.9116219282150269,0.8
SegFormer-B0,320493,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9081434011459351,0.8
SegFormer-B0,320493,Sunset-FOGGY,Sunset,FOGGY,0.8507605791091919,0.8
SegFormer-B0,320493,Sunset-RAIN,Sunset,RAIN,0.9048959612846375,0.8
SegFormer-B0,320493,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8365963697433472,0.8
SegFormer-B0,320493,Night-FOGGY,Night,FOGGY,0.7376335859298706,0.8
SegFormer-B0,320493,Night-RAIN,Night,RAIN,0.7106675505638123,0.8
SegFormer-B0,365202,Day-FOGGY,Day,FOGGY,0.9966685175895691,0.8
SegFormer-B0,365202,Day-RAIN,Day,RAIN,0.9900221228599548,0.8
SegFormer-B0,365202,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9947185516357422,0.8
SegFormer-B0,365202,Sunset-FOGGY,Sunset,FOGGY,0.9376911520957947,0.8
SegFormer-B0,365202,Sunset-RAIN,Sunset,RAIN,0.9898338317871094,0.8
SegFormer-B0,365202,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8907437920570374,0.8
SegFormer-B0,365202,Night-FOGGY,Night,FOGGY,0.739147961139679,0.8
SegFormer-B0,365202,Night-RAIN,Night,RAIN,0.7761425375938416,0.8
SegFormer-B0,37573,Day-FOGGY,Day,FOGGY,0.9923754334449768,0.8
SegFormer-B0,37573,Day-RAIN,Day,RAIN,0.9765896797180176,0.8
SegFormer-B0,37573,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9249957799911499,0.8
SegFormer-B0,37573,Sunset-FOGGY,Sunset,FOGGY,0.9515244960784912,0.8
SegFormer-B0,37573,Sunset-RAIN,Sunset,RAIN,0.9643094539642334,0.8
SegFormer-B0,37573,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8645738363265991,0.8
SegFormer-B0,37573,Night-FOGGY,Night,FOGGY,0.8425513505935669,0.8
SegFormer-B0,37573,Night-RAIN,Night,RAIN,0.8403700590133667,0.8
SegFormer-B0,3761910,Day-FOGGY,Day,FOGGY,0.9900602102279663,0.8
SegFormer-B0,3761910,Day-RAIN,Day,RAIN,0.9729470610618591,0.8
SegFormer-B0,3761910,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.8290560245513916,0.8
SegFormer-B0,3761910,Sunset-FOGGY,Sunset,FOGGY,0.5649317502975464,0.8
SegFormer-B0,3761910,Sunset-RAIN,Sunset,RAIN,0.9608246088027954,0.8
SegFormer-B0,3761910,Night-EXTRASUNNY,Night,EXTRASUNNY,0.6936812400817871,0.8
SegFormer-B0,3761910,Night-FOGGY,Night,FOGGY,0.48186397552490234,0.8
SegFormer-B0,3761910,Night-RAIN,Night,RAIN,0.4938092827796936,0.8
SegFormer-B0,400776,Day-FOGGY,Day,FOGGY,0.950713574886322,0.8
SegFormer-B0,400776,Day-RAIN,Day,RAIN,0.9363784790039062,0.8
SegFormer-B0,400776,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9206798672676086,0.8
SegFormer-B0,400776,Sunset-FOGGY,Sunset,FOGGY,0.8335999846458435,0.8
SegFormer-B0,400776,Sunset-RAIN,Sunset,RAIN,0.9383293390274048,0.8
SegFormer-B0,400776,Night-EXTRASUNNY,Night,EXTRASUNNY,0.5791839957237244,0.8
SegFormer-B0,400776,Night-FOGGY,Night,FOGGY,0.6123437881469727,0.8
SegFormer-B0,400776,Night-RAIN,Night,RAIN,0.5932852029800415,0.8
SegFormer-B0,43427,Day-FOGGY,Day,FOGGY,0.969192624092102,0.8
SegFormer-B0,43427,Day-RAIN,Day,RAIN,0.9398140907287598,0.8
SegFormer-B0,43427,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9549745321273804,0.8
SegFormer-B0,43427,Sunset-FOGGY,Sunset,FOGGY,0.8983758687973022,0.8
SegFormer-B0,43427,Sunset-RAIN,Sunset,RAIN,0.9480757117271423,0.8
SegFormer-B0,43427,Night-EXTRASUNNY,Night,EXTRASUNNY,0.7108350396156311,0.8
SegFormer-B0,43427,Night-FOGGY,Night,FOGGY,0.6622997522354126,0.8
SegFormer-B0,43427,Night-RAIN,Night,RAIN,0.7602459192276001,0.8
SegFormer-B0,43428,Day-FOGGY,Day,FOGGY,0.8362478017807007,0.8
SegFormer-B0,43428,Day-RAIN,Day,RAIN,0.9871126413345337,0.8
SegFormer-B0,43428,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.981006383895874,0.8
SegFormer-B0,43428,Sunset-FOGGY,Sunset,FOGGY,0.8160834908485413,0.8
SegFormer-B0,43428,Sunset-RAIN,Sunset,RAIN,0.9793004393577576,0.8
SegFormer-B0,43428,Night-EXTRASUNNY,Night,EXTRASUNNY,0.7796626091003418,0.8
SegFormer-B0,43428,Night-FOGGY,Night,FOGGY,0.8008344769477844,0.8
SegFormer-B0,43428,Night-RAIN,Night,RAIN,0.8001754283905029,0.8
SegFormer-B0,4361495,Day-FOGGY,Day,FOGGY,0.9862120151519775,0.8
SegFormer-B0,4361495,Day-RAIN,Day,RAIN,0.9674394130706787,0.8
SegFormer-B0,4361495,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9255980849266052,0.8
SegFormer-B0,4361495,Sunset-FOGGY,Sunset,FOGGY,0.9410232901573181,0.8
SegFormer-B0,4361495,Sunset-RAIN,Sunset,RAIN,0.9813504815101624,0.8
SegFormer-B0,4361495,Night-EXTRASUNNY,Night,EXTRASUNNY,0.7231475710868835,0.8
SegFormer-B0,4361495,Night-FOGGY,Night,FOGGY,0.602947473526001,0.8
SegFormer-B0,4361495,Night-RAIN,Night,RAIN,0.7201055884361267,0.8
SegFormer-B0,450967,Day-FOGGY,Day,FOGGY,0.9861871004104614,0.8
SegFormer-B0,450967,Day-RAIN,Day,RAIN,0.978420078754425,0.8
SegFormer-B0,450967,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.957820475101471,0.8
SegFormer-B0,450967,Sunset-FOGGY,Sunset,FOGGY,0.9616849422454834,0.8
SegFormer-B0,450967,Sunset-RAIN,Sunset,RAIN,0.9938295483589172,0.8
SegFormer-B0,450967,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8333472609519958,0.8
SegFormer-B0,450967,Night-FOGGY,Night,FOGGY,0.6786918640136719,0.8
SegFormer-B0,450967,Night-RAIN,Night,RAIN,0.630549967288971,0.8
SegFormer-B0,4561149,Day-FOGGY,Day,FOGGY,0.9867786169052124,0.8
SegFormer-B0,4561149,Day-RAIN,Day,RAIN,0.9886994361877441,0.8
SegFormer-B0,4561149,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.6673597097396851,0.8
SegFormer-B0,4561149,Sunset-FOGGY,Sunset,FOGGY,0.8308848738670349,0.8
SegFormer-B0,4561149,Sunset-RAIN,Sunset,RAIN,0.9849443435668945,0.8
SegFormer-B0,4561149,Night-EXTRASUNNY,Night,EXTRASUNNY,0.5829910039901733,0.8
SegFormer-B0,4561149,Night-FOGGY,Night,FOGGY,0.3062840402126312,0.8
SegFormer-B0,4561149,Night-RAIN,Night,RAIN,0.30952373147010803,0.8
SegFormer-B0,460731,Day-FOGGY,Day,FOGGY,0.99913090467453,0.8
SegFormer-B0,460731,Day-RAIN,Day,RAIN,0.9761204719543457,0.8
SegFormer-B0,460731,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9784137010574341,0.8
SegFormer-B0,460731,Sunset-FOGGY,Sunset,FOGGY,0.9699323773384094,0.8
SegFormer-B0,460731,Sunset-RAIN,Sunset,RAIN,0.9710186123847961,0.8
SegFormer-B0,460731,Night-EXTRASUNNY,Night,EXTRASUNNY,0.825222373008728,0.8
SegFormer-B0,460731,Night-FOGGY,Night,FOGGY,0.42739009857177734,0.8
SegFormer-B0,460731,Night-RAIN,Night,RAIN,0.800212562084198,0.8
SegFormer-B0,463639,Day-FOGGY,Day,FOGGY,0.9763641953468323,0.8
SegFormer-B0,463639,Day-RAIN,Day,RAIN,0.9838556051254272,0.8
SegFormer-B0,463639,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.8446966409683228,0.8
SegFormer-B0,463639,Sunset-FOGGY,Sunset,FOGGY,0.9094789028167725,0.8
SegFormer-B0,463639,Sunset-RAIN,Sunset,RAIN,0.9739641547203064,0.8
SegFormer-B0,463639,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9361122250556946,0.8
SegFormer-B0,463639,Night-FOGGY,Night,FOGGY,0.9456889033317566,0.8
SegFormer-B0,463639,Night-RAIN,Night,RAIN,0.9407758712768555,0.8
SegFormer-B0,4641194,Day-FOGGY,Day,FOGGY,0.965326189994812,0.8
SegFormer-B0,4641194,Day-RAIN,Day,RAIN,0.9880716800689697,0.8
SegFormer-B0,4641194,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9487910270690918,0.8
SegFormer-B0,4641194,Sunset-FOGGY,Sunset,FOGGY,0.8044899702072144,0.8
SegFormer-B0,4641194,Sunset-RAIN,Sunset,RAIN,0.9279440641403198,0.8
SegFormer-B0,4641194,Night-EXTRASUNNY,Night,EXTRASUNNY,0.731463611125946,0.8
SegFormer-B0,4641194,Night-FOGGY,Night,FOGGY,0.574924886226654,0.8
SegFormer-B0,4641194,Night-RAIN,Night,RAIN,0.5280271172523499,0.8
SegFormer-B0,471118,Day-FOGGY,Day,FOGGY,0.9077281951904297,0.8
SegFormer-B0,471118,Day-RAIN,Day,RAIN,0.8745262622833252,0.8
SegFormer-B0,471118,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9330083727836609,0.8
SegFormer-B0,471118,Sunset-FOGGY,Sunset,FOGGY,0.7818644642829895,0.8
SegFormer-B0,471118,Sunset-RAIN,Sunset,RAIN,0.8001090884208679,0.8
SegFormer-B0,471118,Night-EXTRASUNNY,Night,EXTRASUNNY,0.6346479654312134,0.8
SegFormer-B0,471118,Night-FOGGY,Night,FOGGY,0.6868476867675781,0.8
SegFormer-B0,471118,Night-RAIN,Night,RAIN,0.7079919576644897,0.8
SegFormer-B0,4811864,Day-FOGGY,Day,FOGGY,0.9235520958900452,0.8
SegFormer-B0,4811864,Day-RAIN,Day,RAIN,0.9572169780731201,0.8
SegFormer-B0,4811864,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9376649260520935,0.8
SegFormer-B0,4811864,Sunset-FOGGY,Sunset,FOGGY,0.9286568760871887,0.8
SegFormer-B0,4811864,Sunset-RAIN,Sunset,RAIN,0.9568427205085754,0.8
SegFormer-B0,4811864,Night-EXTRASUNNY,Night,EXTRASUNNY,0.5637983679771423,0.8
SegFormer-B0,4811864,Night-FOGGY,Night,FOGGY,0.561062216758728,0.8
SegFormer-B0,4811864,Night-RAIN,Night,RAIN,0.5926703214645386,0.8
SegFormer-B0,481618,Day-FOGGY,Day,FOGGY,0.958085834980011,0.8
SegFormer-B0,481618,Day-RAIN,Day,RAIN,0.918870747089386,0.8
SegFormer-B0,481618,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.8923223614692688,0.8
SegFormer-B0,481618,Sunset-FOGGY,Sunset,FOGGY,0.8857308030128479,0.8
SegFormer-B0,481618,Sunset-RAIN,Sunset,RAIN,0.9119305610656738,0.8
SegFormer-B0,481618,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8838875889778137,0.8
SegFormer-B0,481618,Night-FOGGY,Night,FOGGY,0.84674072265625,0.8
SegFormer-B0,481618,Night-RAIN,Night,RAIN,0.8894680142402649,0.8
SegFormer-B0,4911785,Day-FOGGY,Day,FOGGY,0.9901849031448364,0.8
SegFormer-B0,4911785,Day-RAIN,Day,RAIN,0.9814056754112244,0.8
SegFormer-B0,4911785,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9455828666687012,0.8
SegFormer-B0,4911785,Sunset-FOGGY,Sunset,FOGGY,0.8687809705734253,0.8
SegFormer-B0,4911785,Sunset-RAIN,Sunset,RAIN,0.972348690032959,0.8
SegFormer-B0,4911785,Night-EXTRASUNNY,Night,EXTRASUNNY,0.535987138748169,0.8
SegFormer-B0,4911785,Night-FOGGY,Night,FOGGY,0.6218466758728027,0.8
SegFormer-B0,4911785,Night-RAIN,Night,RAIN,0.7801587581634521,0.8
SegFormer-B0,5370,Day-FOGGY,Day,FOGGY,0.9637318253517151,0.8
SegFormer-B0,5370,Day-RAIN,Day,RAIN,0.9540988802909851,0.8
SegFormer-B0,5370,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.7751531600952148,0.8
SegFormer-B0,5370,Sunset-FOGGY,Sunset,FOGGY,0.7897326350212097,0.8
SegFormer-B0,5370,Sunset-RAIN,Sunset,RAIN,0.7774841785430908,0.8
SegFormer-B0,5370,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8129481077194214,0.8
SegFormer-B0,5370,Night-FOGGY,Night,FOGGY,0.6600340604782104,0.8
SegFormer-B0,5370,Night-RAIN,Night,RAIN,0.8080583214759827,0.8
SegFormer-B0,550217,Day-FOGGY,Day,FOGGY,0.9910216927528381,0.8
SegFormer-B0,550217,Day-RAIN,Day,RAIN,0.9700132012367249,0.8
SegFormer-B0,550217,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9732180237770081,0.8
SegFormer-B0,550217,Sunset-FOGGY,Sunset,FOGGY,0.8960376381874084,0.8
SegFormer-B0,550217,Sunset-RAIN,Sunset,RAIN,0.9192826747894287,0.8
SegFormer-B0,550217,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8692460060119629,0.8
SegFormer-B0,550217,Night-FOGGY,Night,FOGGY,0.7970662117004395,0.8
SegFormer-B0,550217,Night-RAIN,Night,RAIN,0.8775361776351929,0.8
SegFormer-B0,564213,Day-FOGGY,Day,FOGGY,0.9775896072387695,0.8
SegFormer-B0,564213,Day-RAIN,Day,RAIN,0.9506096243858337,0.8
SegFormer-B0,564213,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9408882260322571,0.8
SegFormer-B0,564213,Sunset-FOGGY,Sunset,FOGGY,0.8523291945457458,0.8
SegFormer-B0,564213,Sunset-RAIN,Sunset,RAIN,0.9539896249771118,0.8
SegFormer-B0,564213,Night-EXTRASUNNY,Night,EXTRASUNNY,0.5109593272209167,0.8
SegFormer-B0,564213,Night-FOGGY,Night,FOGGY,0.47228118777275085,0.8
SegFormer-B0,564213,Night-RAIN,Night,RAIN,0.5195127725601196,0.8
SegFormer-B0,568243,Day-FOGGY,Day,FOGGY,0.9876562356948853,0.8
SegFormer-B0,568243,Day-RAIN,Day,RAIN,0.990319550037384,0.8
SegFormer-B0,568243,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9568086266517639,0.8
SegFormer-B0,568243,Sunset-FOGGY,Sunset,FOGGY,0.9626607894897461,0.8
SegFormer-B0,568243,Sunset-RAIN,Sunset,RAIN,0.9487289190292358,0.8
SegFormer-B0,568243,Night-EXTRASUNNY,Night,EXTRASUNNY,0.6716492772102356,0.8
SegFormer-B0,568243,Night-FOGGY,Night,FOGGY,0.8112933039665222,0.8
SegFormer-B0,568243,Night-RAIN,Night,RAIN,0.725741446018219,0.8
SegFormer-B0,5791659,Day-FOGGY,Day,FOGGY,0.945098340511322,0.8
SegFormer-B0,5791659,Day-RAIN,Day,RAIN,0.9063523411750793,0.8
SegFormer-B0,5791659,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9655054211616516,0.8
SegFormer-B0,5791659,Sunset-FOGGY,Sunset,FOGGY,0.9098945260047913,0.8
SegFormer-B0,5791659,Sunset-RAIN,Sunset,RAIN,0.9511894583702087,0.8
SegFormer-B0,5791659,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8546342253684998,0.8
SegFormer-B0,5791659,Night-FOGGY,Night,FOGGY,0.6282938122749329,0.8
SegFormer-B0,5791659,Night-RAIN,Night,RAIN,0.8172605037689209,0.8
SegFormer-B0,5951694,Day-FOGGY,Day,FOGGY,0.9778645634651184,0.8
SegFormer-B0,5951694,Day-RAIN,Day,RAIN,0.9712666869163513,0.8
SegFormer-B0,5951694,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.7652004361152649,0.8
SegFormer-B0,5951694,Sunset-FOGGY,Sunset,FOGGY,0.8874599933624268,0.8
SegFormer-B0,5951694,Sunset-RAIN,Sunset,RAIN,0.9733196496963501,0.8
SegFormer-B0,5951694,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8577572107315063,0.8
SegFormer-B0,5951694,Night-FOGGY,Night,FOGGY,0.40650275349617004,0.8
SegFormer-B0,5951694,Night-RAIN,Night,RAIN,0.5030185580253601,0.8
SegFormer-B0,596621,Day-FOGGY,Day,FOGGY,0.9851740598678589,0.8
SegFormer-B0,596621,Day-RAIN,Day,RAIN,0.9344725608825684,0.8
SegFormer-B0,596621,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9899673461914062,0.8
SegFormer-B0,596621,Sunset-FOGGY,Sunset,FOGGY,0.6991966962814331,0.8
SegFormer-B0,596621,Sunset-RAIN,Sunset,RAIN,0.9778460264205933,0.8
SegFormer-B0,596621,Night-EXTRASUNNY,Night,EXTRASUNNY,0.7278538346290588,0.8
SegFormer-B0,596621,Night-FOGGY,Night,FOGGY,0.8756150603294373,0.8
SegFormer-B0,596621,Night-RAIN,Night,RAIN,0.8243577480316162,0.8
SegFormer-B0,60144,Day-FOGGY,Day,FOGGY,0.9855877161026001,0.8
SegFormer-B0,60144,Day-RAIN,Day,RAIN,0.9457498788833618,0.8
SegFormer-B0,60144,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.8641211986541748,0.8
SegFormer-B0,60144,Sunset-FOGGY,Sunset,FOGGY,0.8141594529151917,0.8
SegFormer-B0,60144,Sunset-RAIN,Sunset,RAIN,0.9361411929130554,0.8
SegFormer-B0,60144,Night-EXTRASUNNY,Night,EXTRASUNNY,0.7761978507041931,0.8
SegFormer-B0,60144,Night-FOGGY,Night,FOGGY,0.6830386519432068,0.8
SegFormer-B0,60144,Night-RAIN,Night,RAIN,0.7776508331298828,0.8
SegFormer-B0,602947,Day-FOGGY,Day,FOGGY,0.9955635666847229,0.8
SegFormer-B0,602947,Day-RAIN,Day,RAIN,0.9708357453346252,0.8
SegFormer-B0,602947,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.788884699344635,0.8
SegFormer-B0,602947,Sunset-FOGGY,Sunset,FOGGY,0.7175140380859375,0.8
SegFormer-B0,602947,Sunset-RAIN,Sunset,RAIN,0.9614096879959106,0.8
SegFormer-B0,602947,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8189762830734253,0.8
SegFormer-B0,602947,Night-FOGGY,Night,FOGGY,0.9146166443824768,0.8
SegFormer-B0,602947,Night-RAIN,Night,RAIN,0.8214278817176819,0.8
SegFormer-B0,611370,Day-FOGGY,Day,FOGGY,0.9911474585533142,0.8
SegFormer-B0,611370,Day-RAIN,Day,RAIN,0.9819644689559937,0.8
SegFormer-B0,611370,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.8867906928062439,0.8
SegFormer-B0,611370,Sunset-FOGGY,Sunset,FOGGY,0.9075796008110046,0.8
SegFormer-B0,611370,Sunset-RAIN,Sunset,RAIN,0.9826892018318176,0.8
SegFormer-B0,611370,Night-EXTRASUNNY,Night,EXTRASUNNY,0.7480993866920471,0.8
SegFormer-B0,611370,Night-FOGGY,Night,FOGGY,0.9233846664428711,0.8
SegFormer-B0,611370,Night-RAIN,Night,RAIN,0.7945101261138916,0.8
SegFormer-B0,6461059,Day-FOGGY,Day,FOGGY,0.994745135307312,0.8
SegFormer-B0,6461059,Day-RAIN,Day,RAIN,0.9760627150535583,0.8
SegFormer-B0,6461059,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.8298027515411377,0.8
SegFormer-B0,6461059,Sunset-FOGGY,Sunset,FOGGY,0.9603457450866699,0.8
SegFormer-B0,6461059,Sunset-RAIN,Sunset,RAIN,0.9828235507011414,0.8
SegFormer-B0,6461059,Night-EXTRASUNNY,Night,EXTRASUNNY,0.930404543876648,0.8
SegFormer-B0,6461059,Night-FOGGY,Night,FOGGY,0.9633124470710754,0.8
SegFormer-B0,6461059,Night-RAIN,Night,RAIN,0.8043504357337952,0.8
SegFormer-B0,6521874,Day-FOGGY,Day,FOGGY,0.953909158706665,0.8
SegFormer-B0,6521874,Day-RAIN,Day,RAIN,0.9423826336860657,0.8
SegFormer-B0,6521874,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.7603787183761597,0.8
SegFormer-B0,6521874,Sunset-FOGGY,Sunset,FOGGY,0.5569698810577393,0.8
SegFormer-B0,6521874,Sunset-RAIN,Sunset,RAIN,0.9670140743255615,0.8
SegFormer-B0,6521874,Night-EXTRASUNNY,Night,EXTRASUNNY,0.38011282682418823,0.8
SegFormer-B0,6521874,Night-FOGGY,Night,FOGGY,0.31139248609542847,0.8
SegFormer-B0,6521874,Night-RAIN,Night,RAIN,0.3347139358520508,0.8
SegFormer-B0,6761290,Day-FOGGY,Day,FOGGY,0.801945149898529,0.8
